"reviews"	Translation	Positive	Negative	EmotionRationale
"Used to have wonderful rainfall and gdu charts suddenly for 2020 what I've enjoyed free for some years is  29 per month"	"Used to have wonderful rainfall and gdu charts suddenly for 2020 what I've enjoyed free for some years is  29 per month"	3	-1	 Used[0] to[0] have[0] wonderful[2] rainfall[0] and[0] gdu[0] charts[0] suddenly[0] for[0] 2020[0] what[0] I've[0] enjoyed[2] free[0] for[0] some[0] years[0] is[0] 29[0] per[0] month[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"This app is amazing! I have been using it for 3 years to keep records, track rainfall, and plan for future years. Would be lost without it. They update it frequently, and are very helpful. The new market feature is very nice. It is a great way to watch expenses and keep track of inventory! Awesome!"	"This ap is amazing!<br> I have been using it for 3 years to keep records, track rainfall, and plan for future years.<br> Would be lost without it.<br> They update it frequently, and are very helpful.<br> The new market feature is very nice.<br> It is a great way to watch expenses and keep track of inventory!<br> Awesome!	3	-1	 This[0] app/ap[0] is[0] amazing[2] [[Sentence=-1,3=word max, 1-5]] I[0] have[0] been[0] using[0] it[0] for[0] 3[0] years[0] to[0] keep[0] records[0] track[0] rainfall[0] and[0] plan[0] for[0] future[0] years[0] [[Sentence=-1,1=word max, 1-5]] Would[0] be[0] lost[0] without[0] it[0] [[Sentence=-1,1=word max, 1-5]] They[0] update[0] it[0] frequently[0] and[0] are[0] very[0] helpful[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]] The[0] new[0] market[0] feature[0] is[0] very[0] nice[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]] It[0] is[0] a[0] great[2] way[0] to[0] watch[0] expenses[0] and[0] keep[0] track[0] of[0] inventory[0] [[Sentence=-1,3=word max, 1-5]] Awesome[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"Used to love this App. Since the last. Update and new update to the phone mobile phone system, the rainfall totals don't update. Some fields do while others don't. I'm sure it rained on those fields because of the close proximity."	"Used to love this Ap.<br> Since the last.<br> Update and new update to the phone mobile phone system, the rainfall totals don't update.<br> Some fields do while others don't.<br> I'm sure it rained on those fields because of the close proximity.	3	-1	 Used[0] to[0] love[2] this[0] App/Ap[0] [[Sentence=-1,3=word max, 1-5]] Since[0] the[0] last[0] [[Sentence=-1,1=word max, 1-5]] Update[0] and[0] new[0] update[0] to[0] the[0] phone[0] mobile[0] phone[0] system[0] the[0] rainfall[0] totals[0] don't[0] update[0] [[Sentence=-1,1=word max, 1-5]] Some[0] fields[0] do[0] while[0] others[0] don't[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] sure[0] it[0] rained[0] on[0] those[0] fields[0] because[0] of[0] the[0] close[0] proximity[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"While it's true this app is designed more for row crop farms, I use it on our hay ground to keep track of rainfall. We background 1000 dairy heifers, so we go through a lot of hay in a year! I start cutting middle of April and finish in September and October. Rainfall tracking is very important to manage fertilizer applications among other things. I can look at the app and see if a farm 20 miles away got any rain last night. That beats going to the feed store and listening to all the old timers as they guess how much they got. I can just open the app and show them how wrong they are. Worth it's weight in gold for that reason alone!"	"While it's true this ap is designed more for row crop farms, I use it on our hay ground to keep track of rainfall.<br> We background 100 dairy heifers, so we go through a lot of hay in a year!<br> I start cutting middle of April and finish in September and October.<br> Rainfall tracking is very important to manage fertilizer applications among other things.<br> I can look at the ap and see if a farm 20 miles away got any rain last night.<br> That beats going to the feed store and listening to all the old timers as they guess how much they got.<br> I can just open the ap and show them how wrong they are.<br> Worth it's weight in gold for that reason alone!	2	-2	 While[0] it's[0] true[1] this[0] app/ap[0] is[0] designed[0] more[0] for[0] row[0] crop[0] farms[0] I[0] use[0] it[0] on[0] our[0] hay[0] ground[0] to[0] keep[0] track[0] of[0] rainfall[0] [[Sentence=-1,2=word max, 1-5]] We[0] background[0] 1000/100[0] dairy[0] heifers[0] so[0] we[0] go[0] through[0] a[0] lot[0] of[0] hay[0] in[0] a[0] year[0] [[Sentence=-1,1=word max, 1-5]] I[0] start[0] cutting[0] middle[0] of[0] April[0] and[0] finish[0] in[0] September[0] and[0] October[0] [[Sentence=-1,1=word max, 1-5]] Rainfall[0] tracking[0] is[0] very[0] important[0] to[0] manage[0] fertilizer[0] applications[0] among[0] other[0] things[0] [[Sentence=-1,1=word max, 1-5]] I[0] can[0] look[0] at[0] the[0] app/ap[0] and[0] see[0] if[0] a[0] farm[0] 20[0] miles[0] away[0] got[0] any[0] rain[0] last[0] night[0] [[Sentence=-1,1=word max, 1-5]] That[0] beats[0] going[0] to[0] the[0] feed[0] store[0] and[0] listening[0] to[0] all[0] the[0] old[0] timers[0] as[0] they[0] guess[0] how[0] much[0] they[0] got[0] [[Sentence=-1,1=word max, 1-5]] I[0] can[0] just[0] open[0] the[0] app/ap[0] and[0] show[0] them[0] how[0] wrong[-1] they[0] are[0] [[Sentence=-2,1=word max, 1-5]] Worth[0] it's[0] weight[0] in[0] gold[0] for[0] that[0] reason[0] alone[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
"Canadian fields I farmer within 14 miles of the Canada/USA border. Please extend all the options USA farmers get and made available for me please. Also notice some discrepancies with the rain fall compared to a rain gauge"	"Canadian fields I farmer within 14 miles of the Canada/USA border.<br> Please extend all the options USA farmers get and made available for me please.<br> Also notice some discrepancies with the rain fall compared to a rain gauge"	2	-1	 Canadian[0] fields[0] I[0] farmer[0] within[0] 14[0] miles[0] of[0] the[0] Canada/USA[0] border[0] [[Sentence=-1,1=word max, 1-5]] Please[1] extend[0] all[0] the[0] options[0] USA[0] farmers[0] get[0] and[0] made[0] available[0] for[0] me[0] please[1] [[Sentence=-1,2=word max, 1-5]] Also[0] notice[0] some[0] discrepancies[0] with[0] the[0] rain[0] fall[0] compared[0] to[0] a[0] rain[0] gauge[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"Rain fall App says I have gotten rain, but won't show me how much.  Not impressed at all."	"Rain fall Ap says I have gotten rain, but won't show me how much.<br>  Not impressed at all.	1	-2	 Rain[0] fall[0] App/Ap[0] says[0] I[0] have[0] gotten[0] rain[0] but[0] won't[0] show[0] me[0] how[0] much[0] [[Sentence=-1,1=word max, 1-5]] Not[0] impressed[1][NegatedDueToPreviousWord] at[0] all[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"What Happened Have had the app  since June and at first it was great. Now It shows I have had no rain in 21 days yet online under daily rainfall  it shows I am getting rain. Not being home much I was counting on this app but now I am unsure."	"What Happened Have had the ap  since June and at first it was great.<br> Now It shows I have had no rain in 21 days yet online under daily rainfall  it shows I am getting rain.<br> Not being home much I was counting on this ap but now I am unsure.	3	-1	 What[0] Happened[0] Have[0] had[0] the[0] app/ap[0] since[0] June[0] and[0] at[0] first[0] it[0] was[0] great[2] [[Sentence=-1,3=word max, 1-5]] Now[0] It[0] shows[0] I[0] have[0] had[0] no[0] rain[0] in[0] 21[0] days[0] yet[0] online[0] under[0] daily[0] rainfall[0] it[0] shows[0] I[0] am[0] getting[0] rain[0] [[Sentence=-1,1=word max, 1-5]] Not[0] being[0] home[0] much[0] I[0] was[0] counting[0] on[0] this[0] app/ap[0] but[0] now[0] I[0] am[0] unsure[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"As a small vegetable farmer/ market gardener the ability to look at a chart and see a list of daily and weekly rainfall amounts is great which is why I like the website. It's annoying that when logging into the website from phone browser I am asked to use the app. The charts for viewing rainfall on the app are useless. Would give it 4 stars if you could view rainfall in the daily/ weekly chart like you can on the website. Would give 5 stars if you could record multiple crops per field as well."	"As a small vegetable farmer/ market gardener the ability to look at a chart and see a list of daily and weekly rainfall amounts is great which is why I like the website.<br> It's annoying that when logging into the website from phone browser I am asked to use the ap.<br> The charts for viewing rainfall on the ap are useless.<br> Would give it 4 stars if you could view rainfall in the daily/ weekly chart like you can on the website.<br> Would give 5 stars if you could record multiple crops per field as well.	3	-3	 As[0] a[0] small[0] vegetable[0] farmer/[0] market[0] gardener[0] the[0] ability[0] to[0] look[0] at[0] a[0] chart[0] and[0] see[0] a[0] list[0] of[0] daily[0] and[0] weekly[0] rainfall[0] amounts[0] is[0] great[2] which[0] is[0] why[0] I[0] like[1] the[0] website[0] [[Sentence=-1,3=word max, 1-5]] It's[0] annoying[-2] that[0] when[0] logging[0] into[0] the[0] website[0] from[0] phone[0] browser[0] I[0] am[0] asked[0] to[0] use[0] the[0] app/ap[0] [[Sentence=-3,1=word max, 1-5]] The[0] charts[0] for[0] viewing[0] rainfall[0] on[0] the[0] app/ap[0] are[0] useless[-2] [[Sentence=-3,1=word max, 1-5]] Would[0] give[0] it[0] 4[0] stars[0] if[0] you[0] could[0] view[0] rainfall[0] in[0] the[0] daily/[0] weekly[0] chart[0] like[1] you[0] can[0] on[0] the[0] website[0] [[Sentence=-1,2=word max, 1-5]] Would[0] give[0] 5[0] stars[0] if[0] you[0] could[0] record[0] multiple[0] crops[0] per[0] field[0] as[0] well[0] [[Sentence=-1,1=word max, 1-5]][[[3,-3 max of sentences]]]
"Rain fall info??? I love the idea of this app, but the rain fall amounts are usually low compared to what we actually get.  And also since the last update I can no  longer add farms always says my field shape is invalid"	"Rain fall info?<br> I love the idea of this ap, but the rain fall amounts are usually low compared to what we actually get.<br>  And also since the last update I can no  longer add farms always says my field shape is invalid"	3	-2	 Rain[0] fall[0] info[0] [[Sentence=-1,1=word max, 1-5]] I[0] love[2] the[0] idea[0] of[0] this[0] app/ap[0] but[0] the[0] rain[0] fall[0] amounts[0] are[0] usually[0] low[-1] compared[0] to[0] what[0] we[0] actually[0] get[0] [[Sentence=-2,3=word max, 1-5]] And[0] also[0] since[0] the[0] last[0] update[0] I[0] can[0] no[0] longer[0] add[0] farms[0] always[0] says[0] my[0] field[0] shape[0] is[0] invalid[-1] [[Sentence=-2,1=word max, 1-5]][[[3,-2 max of sentences]]]
"Rainfall wayoff Need to work on rainfall data"	"Rainfall wayoff Need to work on rainfall data"	1	-1	 Rainfall[0] wayoff[0] Need[0] to[0] work[0] on[0] rainfall[0] data[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"Great app! This is the best app I found to manage my fields.  Love that it keeps up with rainfall amounts.  Great way to keep up with crops and field management."	"Great ap!<br> This is the best ap I found to manage my fields.<br>  Love that it keeps up with rainfall amounts.<br>  Great way to keep up with crops and field management.	3	-1	 Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] This[0] is[0] the[0] best[1] app/ap[0] I[0] found[0] to[0] manage[0] my[0] fields[0] [[Sentence=-1,2=word max, 1-5]] Love[2] that[0] it[0] keeps[0] up[0] with[0] rainfall[0] amounts[0] [[Sentence=-1,3=word max, 1-5]] Great[2] way[0] to[0] keep[0] up[0] with[0] crops[0] and[0] field[0] management[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"Rain off Lately I've noticed the rainfall amounts being way off. Last night I had 1.5\" in my rain gauge, but farm logs only reported .55\". I could see being off a tenth or so, but not an inch."	"Rain off Lately I've noticed the rainfall amounts being way off.<br> Last night I had 1.5\" in my rain gauge, but farm logs only reported .55\"<br> I could see being off a tenth or so, but not an inch.	1	-1	 Rain[0] off[0] Lately[0] I've[0] noticed[0] the[0] rainfall[0] amounts[0] being[0] way[0] off[0] [[Sentence=-1,1=word max, 1-5]] Last[0] night[0] I[0] had[0] 1[0] .5\[0] in[0] my[0] rain[0] gauge[0] but[0] farm[0] logs[0] only[0] reported[0] .55\[0] [[Sentence=-1,1=word max, 1-5]] I[0] could[0] see[0] being[0] off[0] a[0] tenth[0] or[0] so[0] but[0] not[0] an[0] inch[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"Missing Crop I love the app and rain fall measurements, but it doesn't have my crop. I'm growing chestnuts and they're not among the list of choices."	"Missing Crop I love the ap and rain fall measurements, but it doesn't have my crop.<br> I'm growing chestnuts and they're not among the list of choices.	3	-1	 Missing[0] Crop[0] I[0] love[2] the[0] app/ap[0] and[0] rain[0] fall[0] measurements[0] but[0] it[0] doesn't[0] have[0] my[0] crop[0] [[Sentence=-1,3=word max, 1-5]] I'm[0] growing[0] chestnuts[0] and[0] they're[0] not[0] among[0] the[0] list[0] of[0] choices[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"Was once the most invaluable app on my phone. I build large Solar 	"Was once the most invaluable ap on my phone.<br> I build large Solar	1	-1	 Was[0] once[0] the[0] most[0] invaluable[0] app/ap[0] on[0] my[0] phone[0] [[Sentence=-1,1=word max, 1-5]] I[0] build[0] large[0] Solar[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Facilities. I could keep tabs on my facilities rainfall totals across the 	Facilities.<br> I could keep tabs on my facilities rainfall totals across the	1	-1	 Facilities[0] [[Sentence=-1,1=word max, 1-5]] I[0] could[0] keep[0] tabs[0] on[0] my[0] facilities[0] rainfall[0] totals[0] across[0] the[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
country. The removal of the map feature now makes this app not worth the 	country.<br> The removal of the map feature now makes this ap not worth the	1	-1	 country[0] [[Sentence=-1,1=word max, 1-5]] The[0] removal[0] of[0] the[0] map[0] feature[0] now[0] makes[0] this[0] app/ap[0] not[0] worth[0] the[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
space. Such a shame."	space.<br> Such a shame.	1	-3	 space[0] [[Sentence=-1,1=word max, 1-5]] Such[0] a[0] shame[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"Worked good the first year this is the second year of using it and it is a hit and miss on rain falls now accurate any more. Had rain on my home farm watched it rain and it never even picked up a drop same on one of my other locations later last week completely missed the rain falls says we didn't get anything but it rained good. Have now deleted this app moving on to something better hopefully."	"Worked good the first year this is the second year of using it and it is a hit and miss on rain falls now accurate any more.<br> Had rain on my home farm watched it rain and it never even picked up a drop same on one of my other locations later last week completely missed the rain falls says we didn't get anything but it rained good.<br> Have now deleted this ap moving on to something better hopefully.	2	-3	 Worked[0] good[1] the[0] first[0] year[0] this[0] is[0] the[0] second[0] year[0] of[0] using[0] it[0] and[0] it[0] is[0] a[0] hit[0] and[0] miss[-1] on[0] rain[0] falls[0] now[0] accurate[0] any[0] more[0] [[Sentence=-2,2=word max, 1-5]] Had[0] rain[0] on[0] my[0] home[0] farm[0] watched[0] it[0] rain[0] and[0] it[0] never[0] even[0] picked[0] up[0] a[0] drop[-1] same[0] on[0] one[0] of[0] my[0] other[0] locations[0] later[0] last[0] week[0] completely[0] missed[-1][-1 LastWordBoosterStrength] the[0] rain[0] falls[0] says[0] we[0] didn't[0] get[0] anything[0] but[0] it[0] rained[0] good[1] [[Sentence=-3,2=word max, 1-5]] Have[0] now[0] deleted[0] this[0] app/ap[0] moving[0] on[0] to[0] something[0] better[0] hopefully[0] [[Sentence=-1,1=word max, 1-5]][[[2,-3 max of sentences]]]
"No rainfall chart????"	"No rainfall chart?	1	-1	 No[0] rainfall[0] chart[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
